"ID","Title","URL","Date_Published"
"13-45","U.S. International Investment Position, 2nd quarter 2013","http://bea.gov/newsreleases/international/intinv/2013/intinv213.htm","2013-09-24"
"13-44","Travel and Tourism Satellite Accounts, 2nd quarter 2013","http://bea.gov/newsreleases/industry/tourism/2013/tour213.htm","2013-09-20"
"13-43","U.S. International Transactions, 2nd quarter 2013","http://bea.gov/newsreleases/international/transactions/2013/trans213.htm","2013-09-19"
"13-42","Gross Domestic Product by Metropolitan Area, 2012 and Revised 2001-2011","http://bea.gov/newsreleases/regional/gdp_metro/2013/gdp_metro0913.htm","2013-09-17"
"13-41","American Samoa Gross Domestic Product, 2011-2012","http://bea.gov/newsreleases/general/terr/2013/asgdp_090313.pdf","2013-09-10"
"13-40","U.S. International Trade in Goods and Services, July 2013","http://bea.gov/newsreleases/international/trade/2013/trad0713.htm","2013-09-04"
"13-39","Personal Income and Outlays, July 2013","http://bea.gov/newsreleases/national/pi/2013/pi0713.htm","2013-08-30"
"13-38","Gross Domestic Product, 2nd quarter 2013 (second estimate); Corporate Profits, 2nd quarter 2013 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2013/gdp2q13_2nd.htm","2013-08-29"
"13-37","U.S. Virgin Islands (USVI) Gross Domestic Product, 2011-2012","http://bea.gov/newsreleases/general/terr/2013/vigdp_080213.pdf","2013-08-12"
"13-36","U.S. International Trade in Goods and Services, June 2013","http://bea.gov/newsreleases/international/trade/2013/trad0613.htm","2013-08-06"
"13-35","Personal Income and Outlays, June 2013","http://bea.gov/newsreleases/national/pi/2013/pi0613.htm","2013-08-02"
"13-34","Gross Domestic Product, 2nd quarter 2013 (advance estimate); Comprehensive Revision: 1929 through 1st quarter 2013","http://bea.gov/newsreleases/national/gdp/2013/gdp2q13_adv.htm","2013-07-31"
"13-33","U.S. International Trade in Goods and Services, May 2013","http://bea.gov/newsreleases/international/trade/2013/trad0513.htm","2013-07-03"
"13-32","State Quarterly Personal Income, 1st quarter 2012-1st quarter 2013","http://bea.gov/newsreleases/regional/spi/2013/spi0613.htm","2013-06-28"
"13-31","Personal Income and Outlays, May 2013","http://bea.gov/newsreleases/national/pi/2013/pi0513.htm","2013-06-27"
"13-30","Gross Domestic Product, 1st quarter 2013 (third estimate); Corporate Profits, 1st quarter 2013 (revised estimate)","http://bea.gov/newsreleases/national/gdp/2013/gdp1q13_3rd.htm","2013-06-26"
"13-29","U.S. International Investment Position, 1st Quarter 2013, Year 2012, and Annual Revisions","http://bea.gov/newsreleases/international/intinv/2013/intinv113.htm","2013-06-25"
"13-28","Travel and Tourism Satellite Accounts, 1st quarter 2013","http://bea.gov/newsreleases/industry/tourism/2013/tour113.htm","2013-06-24"
"13-27","U.S. International Transactions, 1st quarter 2013 and Annual Revisions","http://bea.gov/newsreleases/international/transactions/2013/trans113.htm","2013-06-14"
"13-26","Real Personal Income for States and Metropolitan Areas, 2007-2011 (prototype estimate)","http://bea.gov/newsreleases/regional/rpp/2013/rpp0613.htm","2013-06-12"
"13-25","Gross Domestic Product by State, 2012 (advance estimate) and 2009-2011 (revised estimate)","http://bea.gov/newsreleases/regional/gdp_state/2013/gsp0613.htm","2013-06-06"
"13-23","U.S. International Trade in Goods and Services, April 2013 U.S. International Trade in Goods and Services , 2012 annual revision","http://bea.gov/newsreleases/international/trade/2013/trad0413.htm","2013-06-04"
"13-22","Personal Income and Outlays, April 2013","http://bea.gov/newsreleases/national/pi/2013/pi0413.htm","2013-05-31"
"13-21","Gross Domestic Product, 1st quarter 2013 (second estimate); Corporate Profits, 1st quarter 2013 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2013/gdp1q13_2nd.htm","2013-05-30"
"13-21","U.S. International Trade in Goods and Services, March 2013","http://bea.gov/newsreleases/international/trade/2013/trad0313.htm","2013-05-02"
"13-19","Personal Income and Outlays, March 2013","http://bea.gov/newsreleases/national/pi/2013/pi0313.htm","2013-04-29"
"13-18","Gross Domestic Product, 1st quarter 2013 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2013/gdp1q13_adv.htm","2013-04-26"
"13-17","Advance Gross Domestic Product by Industry, 2012","http://bea.gov/newsreleases/industry/gdpindustry/2013/gdpind12_adv.htm","2013-04-25"
"13-16","Summary Estimates for Multinational Companies, 2011","http://bea.gov/newsreleases/international/mnc/2013/mnc2011.htm","2013-04-18"
"13-15","U.S. International Trade in Goods and Services, February 2013","http://bea.gov/newsreleases/international/trade/2013/trad0213.htm","2013-04-05"
"13-14","Personal Income and Outlays, February 2013","http://bea.gov/newsreleases/national/pi/2013/pi0213.htm","2013-03-29"
"13-13","Gross Domestic Product, 4th quarter and annual 2012 (third estimate); Corporate Profits, 4th quarter and annual 2012","http://bea.gov/newsreleases/national/gdp/2013/gdp4q12_3rd.htm","2013-03-28"
"13-12","State Quarterly Personal Income, 1st quarter 2012-4th quarter 2012 and State Annual Personal Income, 2012 (preliminary estimates)","http://bea.gov/newsreleases/regional/spi/2013/spi0313.htm","2013-03-27"
"13-11","U.S. International Investment Position, 4th quarter and year 2012","http://bea.gov/newsreleases/international/intinv/2013/intinv412.htm","2013-03-26"
"13-10","Travel and Tourism Satellite Accounts, 4th quarter and annual 2012","http://bea.gov/newsreleases/industry/tourism/2013/tour412.htm","2013-03-20"
"13-09","U.S. International Transactions, 4th quarter and Year 2012","http://bea.gov/newsreleases/international/transactions/2013/trans412.htm","2013-03-14"
"13-08","U.S. International Trade in Goods and Services, January 2013","http://bea.gov/newsreleases/international/trade/2013/trad0113.htm","2013-03-07"
"13-08","Personal Income and Outlays, January 2013","http://bea.gov/newsreleases/national/pi/2013/pi0113.htm","2013-03-01"
"13-07","Gross Domestic Product, 4th quarter and annual 2012 (second estimate)","http://bea.gov/newsreleases/national/gdp/2013/gdp4q12_2nd.htm","2013-02-28"
"13-06","Gross Domestic Product by Metropolitan Area, 2011 and Revised 2001-2010","http://bea.gov/newsreleases/regional/gdp_metro/2013/gdp_metro0213.htm","2013-02-22"
"13-04","U.S. International Trade in Goods and Services, December 2012","http://bea.gov/newsreleases/international/trade/2013/trad1212.htm","2013-02-08"
"13-03","Personal Income and Outlays, December 2012","http://bea.gov/newsreleases/national/pi/2013/pi1212.htm","2013-01-31"
"13-02","Gross Domestic Product, 4th quarter and annual 2012 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2013/gdp4q12_adv.htm","2013-01-30"
"13-01","U.S. International Trade in Goods and Services, November 2012","http://bea.gov/newsreleases/international/trade/2013/trad1112.htm","2013-01-11"
"12-60","Personal Income and Outlays, November 2012","http://bea.gov/newsreleases/national/pi/2012/pi1112.htm",12/21/12
"12-59","Gross Domestic Product, 3rd quarter 2012 (third estimate); Corporate Profits, 3rd quarter 2012 (revised estimate)","http://bea.gov/newsreleases/national/gdp/2012/gdp3q12_3rd.htm",12/20/12
"12-58","State Quarterly Personal Income, 1st quarter 2012-3rd quarter 2012","http://bea.gov/newsreleases/regional/spi/2012/spi1212.htm",12/19/12
"12-57","U.S. International Transactions, 3rd quarter 2012","http://bea.gov/newsreleases/international/transactions/2012/trans312.htm",12/18/12
"12-56","Travel and Tourism Satellite Accounts, 3rd quarter 2012","http://bea.gov/newsreleases/industry/tourism/2012/tour312.htm",12/17/12
"12-55","U.S. International Trade in Goods and Services, October 2012","http://bea.gov/newsreleases/international/trade/2012/trad1012.htm",12/11/12
"12-54","Personal Income and Outlays, October 2012","http://bea.gov/newsreleases/national/pi/2012/pi1012.htm",11/30/12
"12-53","Gross Domestic Product, 3rd quarter 2012 (second estimate); Corporate Profits, 3rd quarter 2012 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2012/gdp3q12_2nd.htm",11/29/12
"12-52","Local Area Personal Income, 2009-2011","http://bea.gov/newsreleases/regional/lapi/2012/lapi1112.htm",11/26/12
"12-51","Revised Statistics of Gross Domestic Product by Industry, 2009-2011","http://bea.gov/newsreleases/industry/gdpindustry/2012/gdpind11_rev.htm",11/13/12
"12-50","U.S. International Trade in Goods and Services, September 2012","http://bea.gov/newsreleases/international/trade/2012/trad0912.htm",11/08/12
"12-49","Personal Income and Outlays, September 2012","http://bea.gov/newsreleases/national/pi/2012/pi0912.htm",10/29/12
"12-48","Gross Domestic Product, 3rd quarter 2012 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2012/gdp3q12_adv.htm",10/26/12
"12-47","U.S. Virgin Islands (USVI) Gross Domestic Product, 2010","http://bea.gov/newsreleases/general/terr/2012/vigdp_10152012.pdf",10/15/12
"12-46","U.S. International Trade in Goods and Services, August 2012","http://bea.gov/newsreleases/international/trade/2012/trad0812.htm",10/11/12
"12-45","Personal Income and Outlays, August 2012","http://bea.gov/newsreleases/national/pi/2012/pi0812.htm",09/28/12
"12-44","Gross Domestic Product, 2nd quarter 2012 (third estimate); Corporate Profits, 2nd quarter 2012 (revised estimate)","http://bea.gov/newsreleases/national/gdp/2012/gdp2q12_3rd.htm",09/27/12
"12-43","State Quarterly Personal Income, 1st quarter 2009-2nd quarter 2012. State Annual Personal Income, 2009-2011 (revised estimate)","http://bea.gov/newsreleases/regional/spi/2012/spi0912.htm",09/25/12
"12-42","Guam Gross Domestic Product, 2010","http://bea.gov/newsreleases/general/terr/2012/guamgdp_092312.pdf",09/24/12
"12-41","Travel and Tourism Satellite Accounts, 2nd quarter 2012","http://bea.gov/newsreleases/industry/tourism/2012/tour212.htm",09/19/12
"12-40","U.S. International Transactions, 2nd quarter, 2012","http://bea.gov/newsreleases/international/transactions/2012/trans212.htm",09/18/12
"12-39","Commonwealth of the Northern Mariana Islands (CNMI) Gross Domestic Product, 2010","http://bea.gov/newsreleases/general/terr/2012/CNMIGDP_091312.pdf",09/17/12
"12-38","U.S. International Trade in Goods and Services, July 2012","http://bea.gov/newsreleases/international/trade/2012/trad0712.htm",09/11/12
"12-37","American Samoa Gross Domestic Product, 2010","http://bea.gov/newsreleases/general/terr/2012/asgdp_090412.pdf",09/04/12
"12-36","Personal Income and Outlays, July 2012","http://bea.gov/newsreleases/national/pi/2012/pi0712.htm",08/30/12
"12-35","Gross Domestic Product, 2nd quarter 2012 (second estimate); Corporate Profits, 2nd quarter 2012 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2012/gdp2q12_2nd.htm",08/29/12
"12-34","U.S. International Trade in Goods and Services, June 2012","http://bea.gov/newsreleases/international/trade/2012/trad0612.htm",08/09/12
"12-33","Personal Income and Outlays, June 2012. Revised estimates: 2009 through May 2012","http://bea.gov/newsreleases/national/pi/2012/pi0612.htm",07/31/12
"12-32","Gross Domestic Product, 2nd quarter 2012 (advance estimate); Revised Estimates: 2009 through First Quarter 2012","http://bea.gov/newsreleases/national/gdp/2012/gdp2q12_adv.htm",07/27/12
"12-31","U.S. International Trade in Goods and Services, May 2012","http://bea.gov/newsreleases/international/trade/2012/trad0512.htm",07/11/12
"12-30","Personal Income and Outlays, May 2012","http://bea.gov/newsreleases/national/pi/2012/pi0512.htm",06/29/12
"12-29","Gross Domestic Product, 1st quarter 2012 (third estimate); Corporate Profits, 1st quarter 2012 (revised estimate)","http://bea.gov/newsreleases/national/gdp/2012/gdp1q12_3rd.htm",06/28/12
"12-28","State Quarterly Personal Income, 1st quarter 2011-1st quarter 2012","http://bea.gov/newsreleases/regional/spi/2012/spi0612.htm",06/27/12
"12-27","U.S. International Investment Position, 2011","http://bea.gov/newsreleases/international/intinv/2012/intinv11.htm",06/26/12
"12-26","Travel and Tourism Satellite Accounts, 1st quarter 2012","http://bea.gov/newsreleases/industry/tourism/2012/tour112.htm",06/20/12
"12-25","U.S. International Transactions, 1st quarter 2012","http://bea.gov/newsreleases/international/transactions/2012/trans112.htm",06/14/12
"12-23","U.S. International Trade in Goods and Services, April 2012 U.S. International Trade in Goods and Services, 2011 annual revision","http://bea.gov/newsreleases/international/trade/2012/trad0412.htm",06/08/12
"12-22","Gross Domestic Product by State, 2011 (advance estimate) and 1997-2010 (revised estimate)","http://bea.gov/newsreleases/regional/gdp_state/2012/gsp0612.htm",06/05/12
"12-21","Personal Income and Outlays, April 2012","http://bea.gov/newsreleases/national/pi/2012/pi0412.htm",06/01/12
"12-20","Gross Domestic Product, 1st quarter 2012 (second estimate); Corporate Profits, 1st quarter 2012 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2012/gdp1q12_2nd.htm",05/31/12
"12-19","U.S. International Trade in Goods and Services, March 2012","http://bea.gov/newsreleases/international/trade/2012/trad0312.htm",05/10/12
"12-05","Gross Domestic Product, 4th quarter 2011 and annual 2011 (second estimate)","http://bea.gov/newsreleases/national/gdp/2012/gdp4q11_2nd.htm",02/29/12
"12-04"," U.S. International Trade in Goods and Services, December 2011","http://bea.gov/newsreleases/international/trade/2012/trad1211.htm",02/10/12
"12-18","Personal Income and Outlays, March 2012","http://bea.gov/newsreleases/national/pi/2012/pi0312.htm",04/30/12
"12-17","Gross Domestic Product, 1st quarter 2012 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2012/gdp1q12_adv.htm",04/27/12
"12-16","Advance Gross Domestic Product by Industry, 2011","http://bea.gov/newsreleases/industry/gdpindustry/2012/gdpind11_adv.htm",04/26/12
"12-15","Local Area Personal Income, 2008-2010","http://bea.gov/newsreleases/regional/lapi/2012/lapi0412.htm",04/25/12
"12-14","Summary Estimates for Multinational Companies, 2010","http://bea.gov/newsreleases/international/mnc/2012/mnc2010.htm",04/18/12
"12-13","U.S. International Trade in Goods and Services, February 2012","http://bea.gov/newsreleases/international/trade/2012/trad0212.htm",04/12/12
"12-12","Personal Income and Outlays, February 2012","http://bea.gov/newsreleases/national/pi/2012/pi0212.htm",03/30/12
"12-11","Gross Domestic Product, 4th quarter 2011 and annual 2011 (third estimate); Corporate Profits, 4th quarter 2011 and annual 2011","http://bea.gov/newsreleases/national/gdp/2012/gdp4q11_3rd.htm",03/29/12
"12-10","State Quarterly Personal Income, 1st quarter 2008-4th quarter 2011; State Annual Personal Income, 2011 (preliminary estimate)","http://bea.gov/newsreleases/regional/spi/2012/spi0312.htm",03/28/12
"12-09","Travel and Tourism Satellite Accounts, 4th quarter and annual 2011","http://bea.gov/newsreleases/industry/tourism/2012/tour411.htm",03/21/12
"12-08","U.S. International Transactions, 4th Quarter and Year 2011","http://bea.gov/newsreleases/international/transactions/2012/trans411.htm",03/14/12
"12-07","U.S. International Trade in Goods and Services, January 2012","http://bea.gov/newsreleases/international/trade/2012/trad0112.htm",03/09/12
"12-06","Personal Income and Outlays, January 2012","http://bea.gov/newsreleases/national/pi/2012/pi0112.htm",03/01/12
"12-03","Personal Income and Outlays, December 2011","http://bea.gov/newsreleases/national/pi/2012/pi1211.htm",01/30/12
"12-02","Gross Domestic Product, 4th quarter 2011 and Annual(advance estimate)","http://bea.gov/newsreleases/national/gdp/2012/gdp4q11_adv.htm",01/27/12
"12-01","U.S. International Trade in Goods and Services, November 2011","http://bea.gov/newsreleases/international/trade/2012/trad1111.htm",01/13/12
"11-64","Personal Income and Outlays, November 2011","http://bea.gov/newsreleases/national/pi/2011/pi1111.htm",12/23/11
"11-63","Gross Domestic Product, 3rd quarter 2011 (third estimate); Corporate Profits, 3rd quarter 2011 (revised estimate)","http://bea.gov/newsreleases/national/gdp/2011/gdp3q11_3rd.htm",12/22/11
"11-62","Travel and Tourism Satellite Accounts, 3rd quarter 2011","http://bea.gov/newsreleases/industry/tourism/2011/tour311.htm",12/21/11
"11-61","State Quarterly Personal Income, 1st quarter 2010-3rd quarter 2011","http://bea.gov/newsreleases/regional/spi/2011/spi1211.htm",12/19/11
"11-60","U.S. International Transactions, Third Quarter 2011","http://bea.gov/newsreleases/international/transactions/2011/trans311.htm",12/15/11
"11-59","County Estimates of Compensation by Industry, 2008-2010","http://bea.gov/newsreleases/regional/comp/2011/comp1211.htm",12/14/11
"11-58","Revised Statistics of Gross Domestic Product by Industry, 2010","http://bea.gov/newsreleases/industry/gdpindustry/2011/gdpind10_rev.htm",12/13/11
"11-57","U.S. International Trade in Goods and Services, October 2011","http://bea.gov/newsreleases/international/trade/2011/trad1011.htm",12/09/11
"11-56","Personal Income and Outlays, October 2011","http://bea.gov/newsreleases/national/pi/2011/pi1011.htm",11/23/11
"11-55","Gross Domestic Product, 3rd quarter 2011 (second estimate); Corporate Profits, 3rd quarter 2011 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2011/gdp3q11_2nd.htm",11/22/11
"11-54","U.S. International Trade in Goods and Services, September 2011","http://bea.gov/newsreleases/international/trade/2011/trad0911.htm",11/10/11
"11-53","Personal Income and Outlays, September 2011","http://bea.gov/newsreleases/national/pi/2011/pi0911.htm",10/28/11
"11-52","Gross Domestic Product, 3rd quarter 2011 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2011/gdp3q11_adv.htm",10/27/11
"11-51","U.S. International Trade in Goods and Services, August 2011","http://bea.gov/newsreleases/international/trade/2011/trad0811.htm",10/13/11
"11-50","Personal Income and Outlays, August 2011","http://bea.gov/newsreleases/national/pi/2011/pi0811.htm",09/30/11
"11-49","Gross Domestic Product, 2nd quarter 2011 (third estimate); Corporate Profits, 2nd quarter 2011 (revised estimate)","http://bea.gov/newsreleases/national/gdp/2011/gdp2q11_3rd.htm",09/29/11
"11-48","State Quarterly Personal Income, 1st quarter 2008-2nd quarter 2011; State Annual Personal Income, 2008-2010 (revised estimate)","http://bea.gov/newsreleases/regional/spi/2011/spi0911.htm",09/22/11
"11-47","Travel and Tourism Satellite Accounts, 2nd quarter 2011","http://bea.gov/newsreleases/industry/tourism/2011/tour211.htm",09/21/11
"11-46","U.S. International Transactions: Second Quarter 2011","http://bea.gov/newsreleases/international/transactions/2011/trans211.htm",09/15/11
"500 error","Gross Domestic Product by Metropolitan Area, 2010 and Revised 2007-2009","http://bea.gov/newsreleases/regional/gdp_metro/2011b/gdp_metro0211b.htm",09/13/11
"11-44","U.S. International Trade in Goods and Services, July 2011","http://bea.gov/newsreleases/international/trade/2011/trad0711.htm",09/08/11
"11-43","Personal Income and Outlays, July 2011","http://bea.gov/newsreleases/national/pi/2011/pi0711.htm",08/29/11
"11-42","Gross Domestic Product, 2nd quarter 2011 (second estimate); Corporate Profits, 2nd quarter 2011 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2011/gdp2q11_2nd.htm",08/26/11
"11-41","U.S. International Trade in Goods and Services, June 2011","http://bea.gov/newsreleases/international/trade/2011/trad0611.htm",08/11/11
"11-40","Personal Income for Metropolitan Areas, 2010","http://bea.gov/newsreleases/regional/mpi/2011/mpi0811.htm",08/09/11
"11-39","Personal Income and Outlays, June 2011","http://bea.gov/newsreleases/national/pi/2011/pi0611.htm",08/02/11
"11-38","Gross Domestic Product, 2nd Quarter 2011 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2011/gdp2q11_adv.htm",07/29/11
"11-37","Gross Domestic Product for Guam","http://bea.gov/newsreleases/general/terr/2011/pdf/guam_071711.pdf",07/17/11
"11-36","Gross Domestic Product for the Commonwealth of the Northern Mariana Islands","http://bea.gov/newsreleases/general/terr/2011/pdf/cnmi_071211.pdf",07/12/11
"11-35","U.S. International Trade in Goods and Services, May 2011","http://bea.gov/newsreleases/international/trade/2011/trad0511.htm",07/12/11
"11-34","U.S. International Investment Position, 2010 ","http://bea.gov/newsreleases/international/intinv/2011/intinv10.htm",06/28/11
"11-33","Personal Income and Outlays, May 2011 ","http://bea.gov/newsreleases/national/pi/2011/pi0511.htm",06/27/11
"11-32","Gross Domestic Product, 1st quarter 2011 (third estimate) ","http://bea.gov/newsreleases/national/gdp/2011/gdp1q11_3rd.htm",06/24/11
"11-31","Corporate Profits, 1st quarter 2011 (revised estimate) ","http://bea.gov/newsreleases/regional/spi/2011/spi0611.htm",06/22/11
"11-30","State Quarterly Personal Income, 1st quarter 2010-1st quarter 2011 ","http://bea.gov/newsreleases/industry/tourism/2011/tour111.htm",06/21/11
"11-29","Travel and Tourism Satellite Accounts, 1st quarter 2011 ","http://bea.gov/newsreleases/international/transactions/2011/trans111.htm",06/16/11
"11-28","U.S. International Transactions: First Quarter 2011 ","http://bea.gov/newsreleases/general/terr/2011/pdf/vi_061311.pdf",06/13/11
"11-26","U.S. Virgin Islands (USVI) Gross Domestic Product, 2008-2009 ","http://bea.gov/newsreleases/international/trade/2011/trad0411.htm",06/09/11
"11-27","U.S. International Trade in Goods and Services, April 2011; U.S. International Trade in Goods and Services, 2010 annual revision ","http://bea.gov/newsreleases/international/trade/2011/trad1311.htm ",06/09/11
"11-25","Gross Domestic Product by State, 2010 (advance estimate) and 2007-2009 (revised estimate)","http://bea.gov/newsreleases/regional/gdp_state/2011/gsp0611.htm ",06/07/11
"11-23","Personal Income and Outlays, April 2011","http://bea.gov/newsreleases/national/pi/2011/pi0411.htm",05/27/11
"11-22","Gross Domestic Product, 1st quarter 2011 (second estimate); Corporate Profits, 1st quarter 2011 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2011/gdp1q11_2nd.htm",05/26/11
"11-21","U.S. International Trade in Goods and Services, March 2011","http://bea.gov/newsreleases/international/trade/2011/trad0311.htm",05/11/11
"11-20","Personal Income and Outlays, March 2011","http://bea.gov/newsreleases/national/pi/2011/pi0311.htm",04/29/11
"11-19","Gross Domestic Product, 1st quarter 2011 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2011/gdp1q11_adv.htm",04/28/11
"11-18","Advance Gross Domestic Product by Industry, 2010","http://bea.gov/newsreleases/industry/gdpindustry/2011/gdpind10_adv.htm",04/26/11
"11-17","Local Area Personal Income, 2009","http://bea.gov/newsreleases/regional/lapi/2011/lapi0411.htm",04/21/11
"11-16","Summary Estimates for Multinational Companies, 2009","http://bea.gov/newsreleases/international/mnc/2011/mnc2009.htm",04/18/11
"11-15","U.S. International Trade in Goods and Services, February 2011","http://bea.gov/newsreleases/international/trade/2011/trad0211.htm",04/12/11
"11-14","Personal Income and Outlays, February 2011","http://bea.gov/newsreleases/national/pi/2011/pi0211.htm",03/28/11
"11-13","Gross Domestic Product, 4th Quarter and Annual 2010 (third estimate); Corporate Profits, 4th Quarter and Annual 2010","http://bea.gov/newsreleases/national/gdp/2011/gdp4q10_3rd.htm",03/25/11
"11-12","State Quarterly Personal Income, 1st quarter 2007-4th quarter 2010; State Annual Personal Income, 2010 (preliminary estimate)","http://bea.gov/newsreleases/regional/spi/2011/spi0311.htm",03/23/10
"11-11","Travel and Tourism Satellite Accounts, 4th quarter and annual 2010","http://bea.gov/newsreleases/industry/tourism/2011/tour410.htm",03/18/11
"11-10","U.S. International Transactions: Fourth Quarter and Year 2010","http://bea.gov/newsreleases/international/transactions/2011/trans410.htm",03/16/11
"11-09","U.S. International Trade in Goods and Services, January 2011","http://bea.gov/newsreleases/international/trade/2011/trad0111.htm",03/10/11
"11-08","Personal Income and Outlays, January 2011","http://bea.gov/newsreleases/national/pi/2011/pi0111.htm",02/28/11
"11-07","Gross Domestic Product, 4th quarter 2010 (second estimate)","http://bea.gov/newsreleases/national/gdp/2011/gdp4q10_2nd.htm",02/25/11
"500 error","GDP by Metropolitan Area, Advance 2009, and Revised 2001–2008","http://bea.gov/newsreleases/regional/gdp_metro/2011/gdp_metro0211.htm",02/23/11
"11-04","U.S. International Trade in Goods and Services, December 2010","http://bea.gov/newsreleases/international/trade/2011/trad1210.htm",02/11/11
"11-03","Personal Income and Outlays, December 2010","http://bea.gov/newsreleases/national/pi/2011/pi1210.htm",01/31/11
"11-02","Gross Domestic Product, 4th quarter 2010 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2011/gdp4q10_adv.htm",01/28/11
"11-01","U.S. International Trade in Goods and Services, November 2010","http://bea.gov/newsreleases/international/trade/2011/trad1110.htm",01/13/11
"10-63","Personal Income and Outlays, November 2010","http://bea.gov/newsreleases/national/pi/2010/pi1110.htm",12/23/10
"10-62","Gross Domestic Product, 3rd quarter 2010 (third estimate) | Corporate Profits, 3rd quarter 2010 (revised estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp3q10_3rd.htm",12/22/10
"10-61","County Estimates of Compensation by Industry, 2007-2009","http://bea.gov/newsreleases/regional/comp/2010/comp1210.htm",12/21/10
"10-60","Travel and Tourism Satellite Accounts, 3rd quarter 2010","http://bea.gov/newsreleases/industry/tourism/2010/tour310.htm",12/20/10
"10-59","State Quarterly Personal Income, 1st quarter 2009-3rd quarter 2010","http://bea.gov/newsreleases/regional/spi/2010/spi1210.htm",12/17/10
"500 error","U.S. International Transactions: Third Quarter 2010","http://bea.gov/newsreleases/international/transactions/2010/trans310.htm",12/16/10
"10-57","Revised Gross Domestic Product by Industry, 2009","http://bea.gov/newsreleases/industry/gdpindustry/2010/gdpind09_rev.htm",12/14/10
"10-56","U.S. International Trade in Goods and Services, October 2010","http://bea.gov/newsreleases/international/trade/2010/trad1010.htm",12/10/10
"10-55","Personal Income and Outlays, October 2010","http://bea.gov/newsreleases/national/pi/2010/pi1010.htm",11/24/10
"10-54","Gross Domestic Product, 3rd quarter 2010 (second estimate) | Corporate Profits, 3rd quarter 2010 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp3q10_2nd.htm",11/23/10
"10-53","Gross Domestic Product by State, Advance 2009 and Revised 1963-2008","http://bea.gov/newsreleases/regional/gdp_state/2010/gsp1110.htm",11/18/10
"10-52","U.S. International Trade in Goods and Services, September 2010","http://bea.gov/newsreleases/international/trade/2010/trad0910.htm",11/10/10
"10-51","Personal Income and Outlays, September 2010","http://bea.gov/newsreleases/national/pi/2010/pi0910.htm",11/01/10
"10-50","Gross Domestic Product, 3rd quarter 2010 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp3q10_adv.htm",10/29/10
"10-49","U.S. International Trade in Goods and Services, August 2010","http://bea.gov/newsreleases/international/trade/2010/trad0810.htm",10/14/10
"10-48","Personal Income and Outlays, August 2010","http://bea.gov/newsreleases/national/pi/2010/pi0810.htm",10/01/10
"10-47","Gross Domestic Product, 2nd quarter 2010 (third estimate); Corporate Profits, 2nd quarter 2010 (revised estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp2q10_3rd.htm",09/30/10
"10-46","Travel and Tourism Satellite Accounts, 2nd quarter 2010","http://bea.gov/newsreleases/industry/tourism/2010/tour210.htm",09/23/10
"10-45","State Quarterly Personal Income, 1st quarter 2007-2nd quarter 2010; State Annual Personal Income, 2007-2009 (revised estimate)","http://bea.gov/newsreleases/regional/spi/2010/spi0910.htm",09/20/10
"500 error","U.S. International Transactions: Second Quarter 2010","http://bea.gov/newsreleases/international/transactions/2010/trans210.htm",09/16/10
"10-43","U.S. International Trade in Goods and Services, July 2010","http://bea.gov/newsreleases/international/trade/2010/trad0710.htm",09/09/10
"10-42","Personal Income and Outlays, July 2010","http://bea.gov/newsreleases/national/pi/2010/pi0710.htm",08/30/10
"10-41","Gross Domestic Product, 2nd quarter 2010 (second estimate); Corporate Profits, 2nd quarter 2010 (preliminary estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp2q10_2nd.htm",08/27/10
"10-40","U.S. International Trade in Goods and Services, June 2010","http://bea.gov/newsreleases/international/trade/2010/trad0610.htm",08/11/10
"10-39","Personal Income for Metropolitan Areas, 2009","http://bea.gov/newsreleases/regional/mpi/2010/mpi0810.htm",08/09/10
"10-38","Personal Income and Outlays, June 2010","http://bea.gov/newsreleases/national/pi/2010/pi0610.htm",08/03/10
"10-37","Gross Domestic Product, 2nd quarter 2010 (advance estimate)","http://bea.gov/newsreleases/national/gdp/2010/gdp2q10_adv.htm",07/30/10
"10-36","U.S. International Trade in Goods and Services, May 2010","http://bea.gov/newsreleases/international/trade/2010/trad0510.htm",07/13/10
"10-35","Gross Domestic Product for the U.S. Virgin Islands","http://bea.gov/newsreleases/general/terr/2010/vi_070610.htm",07/06/10
